8 1707729816 1.000000 1 1.000000 1.000000 1.000000
8 1707729831 1.000000 1 1.000000 1.000000 1.000000
8 1707729846 1.000000 1 1.000000 1.000000 1.000000
8 1707729861 1.000000 1 1.000000 1.000000 1.000000
8 1707729871 0.200000 1 0.200000 0.200000 0.200000
15 1707729871 0.200000 1 0.200000 0.200000 0.200000
8 1707729876 1.000000 1 1.000000 1.000000 1.000000
8 1707729886 0.200000 1 0.200000 0.200000 0.200000
15 1707729886 0.200000 1 0.200000 0.200000 0.200000
8 1707729891 1.000000 1 1.000000 1.000000 1.000000
15 1707729901 1.000000 1 1.000000 1.000000 1.000000
8 1707729906 1.200000 2 1.200000 1.200000 1.200000
15 1707729906 0.200000 1 0.200000 0.200000 0.200000
8 1707729916 0.200000 1 0.200000 0.200000 0.200000
15 1707729916 1.200000 2 1.200000 1.200000 1.200000
8 1707729921 1.000000 1 1.000000 1.000000 1.000000
8 1707729931 0.200000 1 0.200000 0.200000 0.200000
15 1707729931 0.200000 1 0.200000 0.200000 0.200000
8 1707729936 1.000000 1 1.000000 1.000000 1.000000
15 1707729936 1.000000 1 1.000000 1.000000 1.000000
8 1707729946 0.200000 1 0.200000 0.200000 0.200000
15 1707729946 1.200000 2 1.200000 1.200000 1.200000
8 1707729951 1.000000 1 1.000000 1.000000 1.000000
8 1707729961 0.200000 1 0.200000 0.200000 0.200000
15 1707729961 1.200000 2 1.200000 1.200000 1.200000
8 1707729966 1.000000 1 1.000000 1.000000 1.000000
8 1707729976 0.200000 1 0.200000 0.200000 0.200000
15 1707729976 1.200000 2 1.200000 1.200000 1.200000
8 1707729991 0.200000 1 0.200000 0.200000 0.200000
15 1707729991 1.200000 2 1.200000 1.200000 1.200000
8 1707730006 0.200000 1 0.200000 0.200000 0.200000
15 1707730006 1.200000 2 1.200000 1.200000 1.200000
15 1707730011 7.500000 3 7.500000 7.500000 7.500000
