timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1706179108859,1216,Linked in HomePage,200,OK,Thread Group 1 1-1,text,true,,135082,121,1,1,https://www.linkedin.com/,658,0,313
1706179112849,1513,Linked in HomePage,200,OK,Thread Group 1 1-2,text,true,,135082,121,1,1,https://www.linkedin.com/,778,0,378
1706179116859,1398,Linked in HomePage,200,OK,Thread Group 1 1-3,text,true,,135082,121,1,1,https://www.linkedin.com/,660,0,306
1706179120858,1422,Linked in HomePage,200,OK,Thread Group 1 1-4,text,true,,135082,121,1,1,https://www.linkedin.com/,686,0,320
1706179124859,1282,Linked in HomePage,200,OK,Thread Group 1 1-5,text,true,,135082,121,1,1,https://www.linkedin.com/,654,0,309
