9 1707730036 81586.000000 1 81586.000000 81586.000000 81586.000000
9 1707730051 81585.200000 1 81585.200000 81585.200000 81585.200000
9 1707730066 81595.600000 1 81595.600000 81595.600000 81595.600000
9 1707730071 1830.000000 1 1830.000000 1830.000000 1830.000000
9 1707730081 81582.800000 1 81582.800000 81582.800000 81582.800000
9 1707730086 1837.200000 1 1837.200000 1837.200000 1837.200000
9 1707730091 1960.400000 1 1960.400000 1960.400000 1960.400000
9 1707730096 81586.000000 1 81586.000000 81586.000000 81586.000000
9 1707730101 1838.000000 1 1838.000000 1838.000000 1838.000000
9 1707730106 1962.200000 1 1962.200000 1962.200000 1962.200000
9 1707730111 81586.000000 1 81586.000000 81586.000000 81586.000000
9 1707730116 1838.000000 1 1838.000000 1838.000000 1838.000000
9 1707730121 79887.000000 3 79887.000000 79887.000000 79887.000000
9 1707730131 1834.000000 1 1834.000000 1834.000000 1834.000000
9 1707730136 2112.400000 2 2112.400000 2112.400000 2112.400000
9 1707730141 81589.200000 1 81589.200000 81589.200000 81589.200000
9 1707730146 1830.000000 1 1830.000000 1830.000000 1830.000000
9 1707730151 2114.000000 2 2114.000000 2114.000000 2114.000000
9 1707730156 81589.200000 1 81589.200000 81589.200000 81589.200000
9 1707730166 2120.200000 2 2120.200000 2120.200000 2120.200000
9 1707730171 81589.200000 1 81589.200000 81589.200000 81589.200000
9 1707730176 1830.000000 1 1830.000000 1830.000000 1830.000000
9 1707730181 157.400000 1 157.400000 157.400000 157.400000
9 1707730186 81582.800000 1 81582.800000 81582.800000 81582.800000
9 1707730191 1833.200000 1 1833.200000 1833.200000 1833.200000
9 1707730196 2113.000000 2 2113.000000 2113.000000 2113.000000
9 1707730206 1830.000000 1 1830.000000 1830.000000 1830.000000
9 1707730211 1952.600000 1 1952.600000 1952.600000 1952.600000
9 1707730221 1834.000000 1 1834.000000 1834.000000 1834.000000
9 1707730226 2115.400000 2 2115.400000 2115.400000 2115.400000
9 1707730241 2118.000000 2 2118.000000 2118.000000 2118.000000
9 1707730256 158.200000 1 158.200000 158.200000 158.200000
9 1707730271 263.666667 1 263.666667 263.666667 263.666667
