10 1707727652 0.000209 1 0.000209 0.000209 0.000209
10 1707727667 0.000246 1 0.000246 0.000246 0.000246
10 1707727682 0.000165 1 0.000165 0.000165 0.000165
10 1707727697 0.000286 1 0.000286 0.000286 0.000286
10 1707727712 0.000336 1 0.000336 0.000336 0.000336
10 1707727727 0.000653 1 0.000653 0.000653 0.000653
10 1707727742 0.000188 1 0.000188 0.000188 0.000188
10 1707727757 0.000219 1 0.000219 0.000219 0.000219
10 1707727772 0.000615 1 0.000615 0.000615 0.000615
24 1707728032 0.000039 9 0.000039 0.000039 0.000039
