1707733700	0	1707733710
1707733710	1	1707733725
1707733725	2	1707733740
1707733740	3	1707733755
1707733755	4	1707733780
1707733780	5	1707733785
1707733785	6	1707733800
1707733800	7	1707733815
1707733815	8	1707734109
1707734109	7	1707734120
1707734120	6	1707734129
1707734129	5	1707734135
1707734135	4	1707734144
1707734144	3	1707734149
1707734149	2	1707734169
1707734169	1	1707734171
